"Index","rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9"
"LE9585","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9586","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9587","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9588","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON","AARON BULLEN","MICHELLE MILES"
"LE9589","AARON BULLEN","NICOLE KUNZE","ETHAN M. ERICKSON","LORI MCINTOSH LE","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","CHRIS CONDIE","PAUL HANCOCK"
"LE9590","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","AARON BULLEN","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9591","MICHELLE MILES","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK"
"LE9592","MONTANE C HAMILTON","PAUL HANCOCK","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","AARON BULLEN","CAMI PURTSCHERT","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9593","MONTANE C HAMILTON","PAUL HANCOCK","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9594","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK"
"LE9595","PAUL HANCOCK","CHRIS CONDIE","MONTANE C HAMILTON","LORI MCINTOSH LE","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","ETHAN M. ERICKSON"
"LE9596","LORI MCINTOSH LE","PAUL HANCOCK","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9597","PAUL HANCOCK","LORI MCINTOSH LE","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9598","MICHELLE MILES","AARON BULLEN","PAUL HANCOCK","LORI MCINTOSH LE","NICOLE KUNZE","CAMI PURTSCHERT","MONTANE C HAMILTON","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9599","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9600","MICHELLE MILES","NICOLE KUNZE","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9601","CAMI PURTSCHERT","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","ETHAN M. ERICKSON","LORI MCINTOSH LE","AARON BULLEN","MONTANE C HAMILTON","PAUL HANCOCK"
"LE9602","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE9603","NICOLE KUNZE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9604","CHRIS CONDIE","AARON BULLEN","PAUL HANCOCK","MICHELLE MILES","NICOLE KUNZE","skipped","skipped","skipped","skipped"
"LE9605","NICOLE KUNZE","PAUL HANCOCK","LORI MCINTOSH LE","AARON BULLEN","MONTANE C HAMILTON","skipped","skipped","skipped","skipped"
"LE9606","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9607","CHRIS CONDIE","NICOLE KUNZE","ETHAN M. ERICKSON","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON"
"LE9608","CAMI PURTSCHERT","NICOLE KUNZE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9609","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","LORI MCINTOSH LE","skipped","skipped","skipped","skipped"
"LE9610","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE9611","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","MONTANE C HAMILTON","skipped","skipped","skipped","skipped","skipped"
"LE9612","ETHAN M. ERICKSON","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9613","NICOLE KUNZE","ETHAN M. ERICKSON","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","PAUL HANCOCK","MICHELLE MILES","CHRIS CONDIE","MONTANE C HAMILTON"
"LE9614","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES"
"LE9615","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9616","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9617","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","MICHELLE MILES","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","ETHAN M. ERICKSON"
"LE9618","NICOLE KUNZE","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE9619","CHRIS CONDIE","AARON BULLEN","ETHAN M. ERICKSON","NICOLE KUNZE","CAMI PURTSCHERT","PAUL HANCOCK","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE9620","CAMI PURTSCHERT","MONTANE C HAMILTON","AARON BULLEN","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","CHRIS CONDIE","PAUL HANCOCK","ETHAN M. ERICKSON"
"LE9621","AARON BULLEN","CAMI PURTSCHERT","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","PAUL HANCOCK","skipped","skipped"
"LE9622","MONTANE C HAMILTON","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","AARON BULLEN","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","ETHAN M. ERICKSON"
"LE9623","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","PAUL HANCOCK","AARON BULLEN","CAMI PURTSCHERT","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9624","ETHAN M. ERICKSON","MONTANE C HAMILTON","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","CHRIS CONDIE","CAMI PURTSCHERT"
"LE9625","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9626","CAMI PURTSCHERT","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","PAUL HANCOCK","AARON BULLEN","ETHAN M. ERICKSON","CHRIS CONDIE"
"LE9627","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON","PAUL HANCOCK","CHRIS CONDIE"
"LE9628","MICHELLE MILES","LORI MCINTOSH LE","AARON BULLEN","CAMI PURTSCHERT","CHRIS CONDIE","NICOLE KUNZE","ETHAN M. ERICKSON","MONTANE C HAMILTON","skipped"
"LE9629","MICHELLE MILES","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE9630","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9631","NICOLE KUNZE","MICHELLE MILES","CHRIS CONDIE","PAUL HANCOCK","CAMI PURTSCHERT","LORI MCINTOSH LE","ETHAN M. ERICKSON","AARON BULLEN","MONTANE C HAMILTON"
"LE9632","AARON BULLEN","CAMI PURTSCHERT","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9633","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9634","PAUL HANCOCK","MICHELLE MILES","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","NICOLE KUNZE","ETHAN M. ERICKSON","MONTANE C HAMILTON","CHRIS CONDIE"
"LE9635","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON"
"LE9636","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","skipped","skipped","skipped","skipped","skipped"
"LE9637","MICHELLE MILES","LORI MCINTOSH LE","CAMI PURTSCHERT","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","ETHAN M. ERICKSON","NICOLE KUNZE"
"LE9638","CHRIS CONDIE","PAUL HANCOCK","CAMI PURTSCHERT","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE9639","CAMI PURTSCHERT","LORI MCINTOSH LE","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9640","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","CAMI PURTSCHERT","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE9641","AARON BULLEN","MICHELLE MILES","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9642","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","NICOLE KUNZE","LORI MCINTOSH LE","ETHAN M. ERICKSON","CHRIS CONDIE","MONTANE C HAMILTON","PAUL HANCOCK"
"LE9643","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","NICOLE KUNZE","MICHELLE MILES","CAMI PURTSCHERT","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9644","AARON BULLEN","CAMI PURTSCHERT","MICHELLE MILES","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9645","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","skipped","skipped","skipped","skipped","skipped"
"LE9646","AARON BULLEN","CAMI PURTSCHERT","LORI MCINTOSH LE","MONTANE C HAMILTON","NICOLE KUNZE","MICHELLE MILES","PAUL HANCOCK","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9647","CHRIS CONDIE","NICOLE KUNZE","PAUL HANCOCK","skipped","AARON BULLEN","CAMI PURTSCHERT","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9648","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9649","AARON BULLEN","MONTANE C HAMILTON","CAMI PURTSCHERT","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","PAUL HANCOCK","skipped","skipped"
"LE9650","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9651","PAUL HANCOCK","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT","AARON BULLEN","MICHELLE MILES","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9652","MONTANE C HAMILTON","PAUL HANCOCK","MICHELLE MILES","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE9653","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE9654","overvote","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9655","overvote","overvote","overvote","overvote","skipped","skipped","skipped","skipped","skipped"
"LE9656","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","CHRIS CONDIE","PAUL HANCOCK","skipped"
"LE9657","PAUL HANCOCK","LORI MCINTOSH LE","CHRIS CONDIE","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9658","MICHELLE MILES","CHRIS CONDIE","MONTANE C HAMILTON","NICOLE KUNZE","LORI MCINTOSH LE","PAUL HANCOCK","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9659","AARON BULLEN","LORI MCINTOSH LE","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9660","CAMI PURTSCHERT","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","MICHELLE MILES","MONTANE C HAMILTON","AARON BULLEN","CHRIS CONDIE","CHRIS CONDIE"
"LE9661","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","PAUL HANCOCK","skipped","skipped","skipped","skipped","ETHAN M. ERICKSON"
"LE9662","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","PAUL HANCOCK","CAMI PURTSCHERT","skipped","skipped","skipped","skipped"
"LE9663","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","CAMI PURTSCHERT","MICHELLE MILES","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE9664","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9665","LORI MCINTOSH LE","NICOLE KUNZE","PAUL HANCOCK","MICHELLE MILES","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9666","AARON BULLEN","MICHELLE MILES","CHRIS CONDIE","NICOLE KUNZE","CAMI PURTSCHERT","LORI MCINTOSH LE","PAUL HANCOCK","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9667","CHRIS CONDIE","PAUL HANCOCK","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","skipped","skipped","skipped","skipped"
"LE9668","ETHAN M. ERICKSON","MICHELLE MILES","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","CAMI PURTSCHERT"
"LE9669","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","NICOLE KUNZE","CAMI PURTSCHERT","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9670","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","PAUL HANCOCK","CHRIS CONDIE","AARON BULLEN","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9671","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","skipped","skipped","skipped","skipped"
"LE9672","LORI MCINTOSH LE","CHRIS CONDIE","PAUL HANCOCK","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9673","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN","CHRIS CONDIE","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE9674","NICOLE KUNZE","PAUL HANCOCK","MICHELLE MILES","CHRIS CONDIE","LORI MCINTOSH LE","AARON BULLEN","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9675","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","AARON BULLEN","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9676","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE9677","NICOLE KUNZE","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped"
"LE9678","NICOLE KUNZE","LORI MCINTOSH LE","CHRIS CONDIE","CAMI PURTSCHERT","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE9679","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","MICHELLE MILES","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE9680","CHRIS CONDIE","LORI MCINTOSH LE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","MONTANE C HAMILTON","PAUL HANCOCK","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9681","CAMI PURTSCHERT","MICHELLE MILES","AARON BULLEN","PAUL HANCOCK","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9682","CHRIS CONDIE","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9683","CHRIS CONDIE","PAUL HANCOCK","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","skipped","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE9684","CAMI PURTSCHERT","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","AARON BULLEN","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9685","LORI MCINTOSH LE","PAUL HANCOCK","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","ETHAN M. ERICKSON","CHRIS CONDIE"
"LE9686","NICOLE KUNZE","LORI MCINTOSH LE","CHRIS CONDIE","CAMI PURTSCHERT","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","AARON BULLEN","ETHAN M. ERICKSON"
"LE9687","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9688","CHRIS CONDIE","AARON BULLEN","PAUL HANCOCK","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE9689","CAMI PURTSCHERT","ETHAN M. ERICKSON","AARON BULLEN","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES"
"LE9690","AARON BULLEN","MICHELLE MILES","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9691","CAMI PURTSCHERT","PAUL HANCOCK","MICHELLE MILES","ETHAN M. ERICKSON","CHRIS CONDIE","skipped","skipped","skipped","skipped"
"LE9692","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","LORI MCINTOSH LE","MICHELLE MILES","PAUL HANCOCK","CAMI PURTSCHERT","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9693","CHRIS CONDIE","NICOLE KUNZE","CAMI PURTSCHERT","AARON BULLEN","PAUL HANCOCK","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE9694","ETHAN M. ERICKSON","AARON BULLEN","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE","MICHELLE MILES","NICOLE KUNZE","CAMI PURTSCHERT"
"LE9695","PAUL HANCOCK","NICOLE KUNZE","AARON BULLEN","CAMI PURTSCHERT","CHRIS CONDIE","MICHELLE MILES","ETHAN M. ERICKSON","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE9696","LORI MCINTOSH LE","PAUL HANCOCK","CAMI PURTSCHERT","MICHELLE MILES","MONTANE C HAMILTON","NICOLE KUNZE","CHRIS CONDIE","AARON BULLEN","ETHAN M. ERICKSON"
"LE9697","CHRIS CONDIE","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON","skipped","skipped","skipped"
"LE9698","LORI MCINTOSH LE","NICOLE KUNZE","CHRIS CONDIE","MICHELLE MILES","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9699","MONTANE C HAMILTON","CHRIS CONDIE","NICOLE KUNZE","LORI MCINTOSH LE","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","CAMI PURTSCHERT","skipped"
"LE9700","CAMI PURTSCHERT","AARON BULLEN","CHRIS CONDIE","NICOLE KUNZE","MONTANE C HAMILTON","PAUL HANCOCK","MICHELLE MILES","LORI MCINTOSH LE","ETHAN M. ERICKSON"
"LE9701","MICHELLE MILES","CHRIS CONDIE","CAMI PURTSCHERT","AARON BULLEN","PAUL HANCOCK","NICOLE KUNZE","LORI MCINTOSH LE","MONTANE C HAMILTON","ETHAN M. ERICKSON"
"LE9702","CAMI PURTSCHERT","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","LORI MCINTOSH LE","skipped","skipped","skipped","skipped"
"LE9703","CHRIS CONDIE","MICHELLE MILES","LORI MCINTOSH LE","PAUL HANCOCK","ETHAN M. ERICKSON","CAMI PURTSCHERT","NICOLE KUNZE","MONTANE C HAMILTON","AARON BULLEN"
"LE9704","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON","NICOLE KUNZE","AARON BULLEN"
"LE9705","CAMI PURTSCHERT","MICHELLE MILES","CHRIS CONDIE","PAUL HANCOCK","AARON BULLEN","MONTANE C HAMILTON","ETHAN M. ERICKSON","NICOLE KUNZE","LORI MCINTOSH LE"
"LE9706","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE9707","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9708","NICOLE KUNZE","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","AARON BULLEN","CAMI PURTSCHERT","ETHAN M. ERICKSON","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE9709","PAUL HANCOCK","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9710","MICHELLE MILES","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","ETHAN M. ERICKSON","CHRIS CONDIE","PAUL HANCOCK","MONTANE C HAMILTON","LORI MCINTOSH LE"
"LE9711","AARON BULLEN","MICHELLE MILES","MONTANE C HAMILTON","NICOLE KUNZE","CAMI PURTSCHERT","LORI MCINTOSH LE","PAUL HANCOCK","CHRIS CONDIE","ETHAN M. ERICKSON"
"LE9712","CAMI PURTSCHERT","NICOLE KUNZE","ETHAN M. ERICKSON","CHRIS CONDIE","AARON BULLEN","LORI MCINTOSH LE","MICHELLE MILES","MONTANE C HAMILTON","PAUL HANCOCK"
"LE9713","CAMI PURTSCHERT","LORI MCINTOSH LE","ETHAN M. ERICKSON","NICOLE KUNZE","MICHELLE MILES","MONTANE C HAMILTON","PAUL HANCOCK","AARON BULLEN","CHRIS CONDIE"
"LE9714","PAUL HANCOCK","CHRIS CONDIE","LORI MCINTOSH LE","NICOLE KUNZE","MONTANE C HAMILTON","AARON BULLEN","MICHELLE MILES","ETHAN M. ERICKSON","CAMI PURTSCHERT"
"LE9715","AARON BULLEN","MICHELLE MILES","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9716","CHRIS CONDIE","ETHAN M. ERICKSON","CAMI PURTSCHERT","AARON BULLEN","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","MICHELLE MILES","NICOLE KUNZE"
"LE9717","MICHELLE MILES","AARON BULLEN","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9718","CHRIS CONDIE","PAUL HANCOCK","LORI MCINTOSH LE","CAMI PURTSCHERT","MONTANE C HAMILTON","NICOLE KUNZE","CHRIS CONDIE","AARON BULLEN","ETHAN M. ERICKSON"
"LE9719","CAMI PURTSCHERT","LORI MCINTOSH LE","MONTANE C HAMILTON","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","AARON BULLEN","ETHAN M. ERICKSON"
"LE9720","ETHAN M. ERICKSON","NICOLE KUNZE","MICHELLE MILES","CAMI PURTSCHERT","LORI MCINTOSH LE","skipped","skipped","skipped","skipped"
"LE9721","AARON BULLEN","MONTANE C HAMILTON","skipped","skipped","skipped","skipped","skipped","skipped","skipped"
"LE9722","CHRIS CONDIE","LORI MCINTOSH LE","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES","PAUL HANCOCK","MONTANE C HAMILTON","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9723","PAUL HANCOCK","MICHELLE MILES","AARON BULLEN","CHRIS CONDIE","NICOLE KUNZE","MONTANE C HAMILTON","LORI MCINTOSH LE","CAMI PURTSCHERT","ETHAN M. ERICKSON"
"LE9724","CHRIS CONDIE","ETHAN M. ERICKSON","PAUL HANCOCK","LORI MCINTOSH LE","MONTANE C HAMILTON","CAMI PURTSCHERT","NICOLE KUNZE","AARON BULLEN","MICHELLE MILES"
"LE9725","PAUL HANCOCK","CHRIS CONDIE","NICOLE KUNZE","MICHELLE MILES","CAMI PURTSCHERT","LORI MCINTOSH LE","AARON BULLEN","MONTANE C HAMILTON","skipped"
"LE9726","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","PAUL HANCOCK","ETHAN M. ERICKSON"
"LE9727","CHRIS CONDIE","PAUL HANCOCK","MICHELLE MILES","MONTANE C HAMILTON","CAMI PURTSCHERT","LORI MCINTOSH LE","AARON BULLEN","ETHAN M. ERICKSON","NICOLE KUNZE"
"LE9728","MICHELLE MILES","MONTANE C HAMILTON","LORI MCINTOSH LE","CHRIS CONDIE","AARON BULLEN","NICOLE KUNZE","CAMI PURTSCHERT","PAUL HANCOCK","ETHAN M. ERICKSON"
